,STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,HURT/GREVIOUS HURT,cluster,location,latitude,longitude
8850,TAMIL NADU,VIRUDHUNAGAR,2012,62,97,23,39,3,51,264,552,3,"VIRUDHUNAGAR, TAMIL NADU, INDIA",9.5208936,77.8784564
8864,UTTAR PRADESH,ALLAHABAD,2012,115,114,52,223,4,55,1307,411,3,"ALLAHABAD, UTTAR PRADESH, INDIA",25.4381302,81.8338005
8867,UTTAR PRADESH,AZAMGARH,2012,73,88,19,121,1,59,240,328,3,"AZAMGARH, UTTAR PRADESH, INDIA",26.02269675,83.02887343
8868,UTTAR PRADESH,BADAUN,2012,108,136,24,107,3,40,218,315,3,"BADAUN, UTTAR PRADESH, INDIA",28.116667,78.983333
8869,UTTAR PRADESH,BAGHPAT,2012,80,93,18,80,3,46,260,134,3,"BAGHPAT, UTTAR PRADESH, INDIA",28.97240405,77.33315285
8874,UTTAR PRADESH,BARABANKI,2012,73,51,31,130,0,16,197,256,3,"BARABANKI, UTTAR PRADESH, INDIA",26.93823105,81.38609761
8875,UTTAR PRADESH,BAREILLY,2012,114,151,86,265,3,68,762,795,3,"BAREILLY, UTTAR PRADESH, INDIA",28.416667,79.383333
8877,UTTAR PRADESH,BHIM NAGAR,2012,77,96,23,93,7,43,279,121,3,"BHIM NAGAR, UTTAR PRADESH, INDIA",28.6791175,77.4170371
8878,UTTAR PRADESH,BIJNOR,2012,89,67,43,160,4,56,357,5,3,"BIJNOR, UTTAR PRADESH, INDIA",29.40604895,78.4808784
8879,UTTAR PRADESH,BULANDSHAHAR,2012,140,144,46,188,6,61,526,14,3,"BULANDSHAHAR, UTTAR PRADESH, INDIA",28.5246712,77.5996529
8884,UTTAR PRADESH,ETAH,2012,73,115,22,110,9,37,389,235,3,"ETAH, UTTAR PRADESH, INDIA",27.5541146,78.6007864
8888,UTTAR PRADESH,FATEHPUR,2012,79,33,35,118,6,17,131,295,3,"FATEHPUR, UTTAR PRADESH, INDIA",25.8435395,80.91800397
8889,UTTAR PRADESH,FIROZABAD,2012,100,108,32,193,3,85,635,289,3,"FIROZABAD, UTTAR PRADESH, INDIA",27.17736635,78.38991198
8895,UTTAR PRADESH,GORAKHPUR,2012,98,136,52,232,14,69,971,410,3,"GORAKHPUR, UTTAR PRADESH, INDIA",26.6711433,83.36457244
8897,UTTAR PRADESH,HARDOI,2012,77,57,30,135,0,12,246,243,3,"HARDOI, UTTAR PRADESH, INDIA",27.33857665,80.09752646
8907,UTTAR PRADESH,KHIRI,2012,89,98,34,182,2,23,417,432,3,"KHIRI, UTTAR PRADESH, INDIA",27.25,80.75
8913,UTTAR PRADESH,MAINPURI,2012,81,84,15,139,7,56,404,196,3,"MAINPURI, UTTAR PRADESH, INDIA",27.2098219,79.04813701
8914,UTTAR PRADESH,MATHURA,2012,101,121,41,155,12,73,840,188,3,"MATHURA, UTTAR PRADESH, INDIA",27.633333,77.583333
8918,UTTAR PRADESH,MORADABAD,2012,90,84,36,162,14,95,842,88,3,"MORADABAD, UTTAR PRADESH, INDIA",28.8638424,78.80577833
8919,UTTAR PRADESH,MUZAFFARNAGAR,2012,126,134,27,217,5,62,594,28,3,"MUZAFFARNAGAR, UTTAR PRADESH, INDIA",29.44800635,77.74068503
8923,UTTAR PRADESH,PRATAPGARH,2012,57,81,36,116,2,43,238,361,3,"PRATAPGARH, UTTAR PRADESH, INDIA",25.75,81.75
8929,UTTAR PRADESH,SHAHJAHANPUR,2012,77,80,27,130,3,17,227,250,3,"SHAHJAHANPUR, UTTAR PRADESH, INDIA",27.91263315,79.74656295
8932,UTTAR PRADESH,SITAPUR,2012,96,81,49,241,3,32,405,219,3,"SITAPUR, UTTAR PRADESH, INDIA",27.5046392,80.82946583
8936,UTTAR PRADESH,UNNAO,2012,60,46,41,182,1,14,201,35,3,"UNNAO, UTTAR PRADESH, INDIA",26.57550365,80.61376178
8944,UTTARAKHAND,HARIDWAR,2012,74,54,47,106,11,67,619,390,3,"HARIDWAR, UTTARAKHAND, INDIA",29.9384473,78.1452985
8955,WEST BENGAL,ASANSOL,2012,60,25,36,77,15,75,947,93,3,"ASANSOL, WEST BENGAL, INDIA",23.6871297,86.9746587
8958,WEST BENGAL,BIRBHUM,2012,113,186,49,76,10,42,374,521,3,"BIRBHUM, WEST BENGAL, INDIA",24,87.583333
8959,WEST BENGAL,BKP CP,2012,89,49,36,214,16,48,1357,143,3,"BKP CP, WEST BENGAL, INDIA",24,88
8960,WEST BENGAL,BURDWAN,2012,91,167,58,99,6,41,470,578,3,"BURDWAN, WEST BENGAL, INDIA",23.2495714,87.8681751
8961,WEST BENGAL,COOCHBEHAR,2012,48,94,92,179,3,9,284,163,3,"COOCHBEHAR, WEST BENGAL, INDIA",26.3217218,89.46564724
8962,WEST BENGAL,DAKSHIN DINAJPUR,2012,53,238,66,142,1,3,252,221,3,"DAKSHIN DINAJPUR, WEST BENGAL, INDIA",25.38703085,88.50471505
8964,WEST BENGAL,HOOGHLY,2012,132,37,68,177,10,26,807,47,3,"HOOGHLY, WEST BENGAL, INDIA",22.9052114,88.3760639
8965,WEST BENGAL,HOWRAH,2012,67,32,56,132,14,36,439,194,3,"HOWRAH, WEST BENGAL, INDIA",22.5736296,88.3251045
8975,WEST BENGAL,PASCHIM MIDNAPUR,2012,88,86,64,115,13,37,582,210,3,"PASCHIM MIDNAPUR, WEST BENGAL, INDIA",22.42114,87.32257
8976,WEST BENGAL,PURAB MIDNAPUR,2012,82,5,65,196,10,28,450,16,3,"PURAB MIDNAPUR, WEST BENGAL, INDIA",22.42114,87.32257
8981,WEST BENGAL,UTTAR DINAJPUR,2012,110,283,92,306,13,29,435,1105,3,"UTTAR DINAJPUR, WEST BENGAL, INDIA",25.8707958,87.96259728
8995,DELHI UT,CENTRAL,2012,35,25,31,180,2,47,1403,133,3,"CENTRAL, DELHI UT, INDIA",22,79
9005,DELHI UT,NORTH-WEST,2012,60,37,64,357,6,65,1901,166,3,"NORTH-WEST, DELHI UT, INDIA",22,79
9007,DELHI UT,SOUTH,2012,39,19,70,245,2,52,2126,101,3,"SOUTH, DELHI UT, INDIA",22,79
9009,DELHI UT,SOUTH-WEST,2012,47,48,87,399,0,47,1171,131,3,"SOUTH-WEST, DELHI UT, INDIA",22,79
